Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Bathroom,Point of Contact,Total Floors,Bachelors Preferred,Family Preferred
2022-06-12,2,55000,649,4,Carpet Area,"Promenade At The Address, Ghatkopar West",Mumbai,Semi-Furnished,2,Contact Agent,22,True,False
2022-06-15,3,90000,1000,3,Carpet Area,Vile Parle West,Mumbai,Furnished,2,Contact Agent,3,True,False
2022-06-04,2,250000,1300,Upper Basement,Carpet Area,Khar West,Mumbai,Furnished,2,Contact Agent,10,True,True
2022-06-24,2,25000,1065,15,Super Area,"Gaurav Excellency, Mira Road",Mumbai,Furnished,2,Contact Owner,15,True,True
2022-07-08,2,90000,854,15,Carpet Area,"Kanakia Paris, Bandra Kurla Complex",Mumbai,Semi-Furnished,2,Contact Agent,20,True,True
2022-06-27,3,120000,1200,5,Carpet Area,"Salvation CHS, Dadar West",Mumbai,Furnished,3,Contact Agent,14,True,True
2022-06-06,1,55000,500,8,Carpet Area,Hiranandani Gardens,Mumbai,Unfurnished,1,Contact Agent,18,True,False
2022-05-31,3,70000,906,7,Carpet Area,"Sanjona Gulmarg Towers, Chembur East",Mumbai,Semi-Furnished,3,Contact Agent,10,True,True
2022-06-22,3,300000,1800,11,Carpet Area,Bandra West,Mumbai,Furnished,4,Contact Agent,11,True,True
2022-05-26,2,25000,500,1,Carpet Area,New Devchhaya Building,Mumbai,Furnished,1,Contact Owner,3,True,True
2022-06-16,1,35000,450,2,Super Area,Goregaon West,Mumbai,Unfurnished,1,Contact Owner,7,True,True
2022-07-09,3,120000,1130,3,Carpet Area,Bandra West,Mumbai,Semi-Furnished,3,Contact Agent,7,True,True
2022-06-04,1,27000,495,5,Super Area,Andheri East,Mumbai,Furnished,2,Contact Owner,7,True,True
2022-05-19,1,25000,407,5,Super Area,Devi Pada,Mumbai,Unfurnished,2,Contact Owner,23,True,True
2022-06-16,3,150000,1092,60,Carpet Area,"Lodha The Park, Worli",Mumbai,Semi-Furnished,3,Contact Agent,77,False,True
2022-07-07,2,32000,610,11,Carpet Area,"The Windsor, Kandivali East",Mumbai,Unfurnished,2,Contact Agent,18,False,True
2022-07-07,1,40000,500,13,Super Area,"Manavsthal, Andheri East",Mumbai,Furnished,2,Contact Owner,14,True,True
2022-05-31,2,52000,750,4,Carpet Area,"vanamali chs ghatla, Ghatla",Mumbai,Unfurnished,2,Contact Agent,20,True,True
2022-06-18,2,80000,750,6,Carpet Area,"lokhandwala residency, Worli",Mumbai,Furnished,2,Contact Agent,16,True,False
2022-06-23,2,55000,850,6,Carpet Area,"Adityavardhan Apartment, Raheja Vihar",Mumbai,Furnished,2,Contact Agent,10,True,True
2022-06-04,1,30000,350,5,Carpet Area,Prabhadevi,Mumbai,Unfurnished,1,Contact Agent,16,True,True
2022-06-04,1,20000,300,2,Carpet Area,"Sundar Nagar, Kalina",Mumbai,Semi-Furnished,1,Contact Agent,12,True,True
2022-05-23,1,85000,695,2,Carpet Area,Union Park,Mumbai,Furnished,2,Contact Agent,7,True,True
2022-06-16,1,40000,415,15,Carpet Area,"Kanakia Rainforest, Andheri East",Mumbai,Semi-Furnished,2,Contact Agent,22,True,True
2022-06-25,1,21000,450,3,Carpet Area,Bhandup Village,Mumbai,Unfurnished,2,Contact Agent,13,True,False
2022-06-23,3,43000,850,8,Carpet Area,"Aspire, Kandivali East",Mumbai,Unfurnished,3,Contact Agent,14,False,True
2022-05-11,2,58000,805,30,Carpet Area,"Auris Serenity, Link Road",Mumbai,Semi-Furnished,3,Contact Agent,58,True,True
2022-07-06,2,130000,700,7,Carpet Area,Bandra West,Mumbai,Furnished,2,Contact Agent,10,True,True
2022-04-13,3,260000,1800,10,Carpet Area,JVPD Scheme,Mumbai,Furnished,4,Contact Agent,11,False,True
2022-06-27,2,46000,669,15,Carpet Area,"Tulip at Runwal Forests, Kanjurmarg West",Mumbai,Unfurnished,2,Contact Agent,43,True,False
2022-06-23,1,6500,325,7,Carpet Area,"Unicorn Global Arena, Naigaon East",Mumbai,Unfurnished,1,Contact Agent,16,False,True
2022-05-31,1,21000,600,5,Super Area,Sher E Punjab Society,Mumbai,Furnished,1,Contact Owner,6,True,True
2022-05-22,2,46000,725,Upper Basement,Carpet Area,Chembur,Mumbai,Unfurnished,2,Contact Agent,16,True,True
2022-06-03,2,60000,750,5,Carpet Area,"Green Woods Chkala, Andheri East",Mumbai,Semi-Furnished,2,Contact Agent,9,True,True
2022-06-29,3,65000,1050,13,Carpet Area,"Hillcrest, Andheri East",Mumbai,Semi-Furnished,3,Contact Agent,21,True,False
2022-05-19,2,15000,600,18,Carpet Area,Shilphata,Mumbai,Unfurnished,2,Contact Owner,28,True,True
2022-06-28,2,130000,1000,10,Carpet Area,Bandra West,Mumbai,Semi-Furnished,2,Contact Agent,13,True,True
2022-07-04,3,90000,1110,9,Carpet Area,"Omkar Alta Monte, Kurar Village",Mumbai,Furnished,3,Contact Agent,55,True,True
2022-07-09,2,62000,650,11,Carpet Area,Jacob Circle,Mumbai,Unfurnished,2,Contact Agent,25,False,True
2022-06-08,3,160000,1100,8,Carpet Area,Santacruz West,Mumbai,Semi-Furnished,3,Contact Agent,10,True,True
2022-06-23,3,80000,1100,15,Carpet Area,"Godrej Central, Chembur",Mumbai,Unfurnished,3,Contact Agent,28,True,True
2022-07-04,3,80000,1110,49,Carpet Area,"Omkar Alta Monte, Kurar Village",Mumbai,Semi-Furnished,3,Contact Agent,55,True,True
2022-06-28,3,55000,999,14,Carpet Area,"Orchid Residency, Link Road",Mumbai,Semi-Furnished,2,Contact Agent,23,False,True
2022-06-22,3,100000,1000,2,Carpet Area,Santacruz West,Mumbai,Furnished,3,Contact Agent,4,True,True
2022-07-09,4,200000,2200,11,Carpet Area,Seven Bungalows,Mumbai,Semi-Furnished,5,Contact Agent,20,True,True
2022-06-02,3,100000,1256,10,Carpet Area,"Satyam Springs, Deonar",Mumbai,Furnished,3,Contact Agent,22,False,True
2022-07-06,2,79500,750,17,Carpet Area,"Hiranandani Castle Rock, Hiranandani Gardens",Mumbai,Semi-Furnished,2,Contact Agent,20,False,True
2022-07-06,3,84500,889,7,Carpet Area,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",Mumbai,Semi-Furnished,2,Contact Agent,27,True,True
2022-06-12,2,100000,750,14,Carpet Area,"Hiranandani Atlantis, Hiranandani Gardens",Mumbai,Semi-Furnished,2,Contact Agent,27,True,True
2022-05-17,1,13000,385,6,Carpet Area,"Aims Sea View, Indralok",Mumbai,Unfurnished,1,Contact Agent,20,False,True
2022-06-16,4,100000,1454,5,Carpet Area,"diamond garden, Chembur East",Mumbai,Unfurnished,4,Contact Agent,7,True,True
2022-07-06,1,35000,480,1,Carpet Area,Seven Bungalows,Mumbai,Semi-Furnished,2,Contact Agent,7,False,True
2022-05-23,2,72000,660,12,Carpet Area,"Hiranandani Castle Rock, Hiranandani Gardens",Mumbai,Semi-Furnished,2,Contact Agent,22,True,True
2022-06-22,3,180000,1600,9,Carpet Area,Bandra West,Mumbai,Furnished,3,Contact Agent,16,True,True
2022-07-06,1,26000,434,5,Carpet Area,"Samarth Srishti, Bhandup West",Mumbai,Semi-Furnished,2,Contact Agent,22,True,True
2022-05-31,3,72000,1121,7,Carpet Area,"Hari Kunj II, Sindhi Society Chembur",Mumbai,Unfurnished,3,Contact Agent,14,True,True
2022-06-28,1,8000,620,6,Super Area,Virar,Mumbai,Semi-Furnished,2,Contact Owner,8,True,True
2022-07-07,3,130000,937,16,Carpet Area,"Runwal Elegante, Andheri West",Mumbai,Furnished,2,Contact Agent,27,False,True
2022-06-12,1,52000,470,6,Carpet Area,"Godrej The Trees, Vikhroli East",Mumbai,Semi-Furnished,2,Contact Agent,7,True,True
2022-06-12,1,13000,410,2,Carpet Area,Mira Road East,Mumbai,Unfurnished,1,Contact Agent,7,False,True
2022-06-16,3,45000,850,5,Carpet Area,Mulund West,Mumbai,Unfurnished,3,Contact Agent,7,False,True
2022-07-09,3,180000,1500,15,Carpet Area,"Purushottam Towers, Dadar West",Mumbai,Furnished,4,Contact Agent,20,True,True
2022-07-09,2,63000,888,12,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Furnished,2,Contact Agent,20,True,True
2022-06-28,1,7500,380,3,Carpet Area,sunanda circal,Mumbai,Unfurnished,2,Contact Owner,7,True,False
2022-07-06,1,30000,360,4,Carpet Area,"Antop Hill, Wadala",Mumbai,Unfurnished,1,Contact Agent,20,True,True
2022-07-07,1,28500,565,1,Super Area,Kandivali East,Mumbai,Furnished,2,Contact Owner,8,True,True
2022-07-07,3,100000,2000,25,Super Area,"Auris Serenity, Malad West",Mumbai,Semi-Furnished,4,Contact Agent,50,True,True
2022-06-23,4,270000,1358,25,Carpet Area,"Lodha Kiara, Worli Hill",Mumbai,Semi-Furnished,4,Contact Agent,50,False,True
2022-07-09,2,38000,661,17,Carpet Area,"Runwal Forests, Kanjurmarg West",Mumbai,Semi-Furnished,2,Contact Agent,36,True,True
2022-07-06,1,26000,450,9,Carpet Area,"Ratan Silicon Park, Jankalyan Nagar",Mumbai,Unfurnished,2,Contact Agent,20,False,True
2022-05-14,3,70000,1300,6,Carpet Area,Goregaon West,Mumbai,Unfurnished,3,Contact Agent,30,True,False
2022-06-04,2,41000,600,4,Carpet Area,"Vasant Oscar, Mulund West",Mumbai,Furnished,2,Contact Agent,8,False,True
2022-04-27,2,27000,900,Ground,Super Area,Mahatama Gandhi Road,Mumbai,Semi-Furnished,3,Contact Owner,4,True,True
2022-06-30,1,53000,379,21,Carpet Area,"Hiranandani Regent Hill, Powai",Mumbai,Semi-Furnished,1,Contact Agent,23,True,False
2022-05-18,2,65000,805,8,Carpet Area,"Auris Serenity, Kanch Pada",Mumbai,Semi-Furnished,3,Contact Agent,58,False,True
2022-05-14,1,85000,650,3,Super Area,Malabar Hill,Mumbai,Furnished,2,Contact Owner,8,True,True
2022-04-28,1,6000,500,8,Super Area,Naigaon East,Mumbai,Semi-Furnished,2,Contact Owner,10,True,True
2022-06-20,1,43000,480,5,Carpet Area,Seven Bungalows,Mumbai,Furnished,2,Contact Agent,7,False,True
2022-06-23,2,65000,550,1,Super Area,"Dr Babasaheb Ambedkar Road, Mumbai",Mumbai,Semi-Furnished,2,Contact Owner,7,True,True
2022-06-08,3,280000,1600,5,Carpet Area,Bandra West,Mumbai,Furnished,3,Contact Agent,12,True,True
2022-06-28,3,98000,1400,4,Carpet Area,"Hubtown Sunmist, Chakala",Mumbai,Semi-Furnished,2,Contact Agent,15,False,True
2022-06-15,3,330000,1500,20,Carpet Area,"Indiabulls Blu, Worli",Mumbai,Semi-Furnished,2,Contact Agent,41,True,True
2022-07-09,3,65000,1050,3,Carpet Area,"Alpine, Kandivali East",Mumbai,Unfurnished,3,Contact Agent,62,True,False
2022-07-06,3,85000,920,4,Carpet Area,Ghatkopar East,Mumbai,Unfurnished,3,Contact Agent,13,False,True
2022-07-07,1,40000,450,8,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,1,Contact Agent,13,True,True
2022-07-07,1,23000,440,Ground,Carpet Area,in Kandivali West,Mumbai,Semi-Furnished,1,Contact Agent,4,True,False
2022-05-10,3,55000,932,3,Super Area,Ghatkopar West,Mumbai,Unfurnished,3,Contact Owner,8,True,True
2022-04-27,1,15000,270,15,Carpet Area,chakala andheri east,Mumbai,Unfurnished,2,Contact Owner,15,True,False
2022-06-30,1,52000,379,23,Carpet Area,"Hiranandani Regent Hill, Powai",Mumbai,Semi-Furnished,2,Contact Agent,23,True,False
2022-05-26,2,13000,582,5,Carpet Area,Lodha casa rio,Mumbai,Furnished,2,Contact Owner,8,False,True
2022-06-28,2,95000,800,6,Carpet Area,"Pali Hill Apartment, Pali Hill",Mumbai,Semi-Furnished,2,Contact Agent,8,True,True
2022-07-06,1,25000,444,7,Carpet Area,"Srishti Solitaire, Bhandup Industrial Estate",Mumbai,Unfurnished,2,Contact Agent,17,True,True
2022-06-04,1,21000,428,12,Carpet Area,"Godrej Tranquil, Lokhandwala Twp",Mumbai,Unfurnished,1,Contact Agent,21,True,True
2022-06-27,5,360000,1880,11,Carpet Area,"Runwal Elegante, Andheri West",Mumbai,Furnished,4,Contact Agent,27,False,True
2022-07-06,2,60000,888,5,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Semi-Furnished,2,Contact Agent,20,True,True
2022-05-31,1,19000,490,Ground,Super Area,Bhandup East,Mumbai,Unfurnished,1,Contact Owner,8,True,True
2022-06-16,3,140000,937,28,Carpet Area,"Sheth Beaumonte, Sion Koliwada",Mumbai,Unfurnished,4,Contact Agent,39,False,True
2022-05-13,2,30000,710,12,Carpet Area,"Gokul Gagan, Thakur Village, Kandivali East",Mumbai,Unfurnished,2,Contact Agent,21,False,True
2022-05-18,4,130000,1617,15,Carpet Area,"Auris Serenity, Kanch Pada",Mumbai,Semi-Furnished,5,Contact Agent,58,True,True
2022-05-24,2,80000,836,6,Carpet Area,"TATA Falcon Crest, Parel",Mumbai,Unfurnished,2,Contact Agent,23,True,True
2022-07-06,2,85000,1200,36,Carpet Area,"Crescent Bay T3, Bhoiwada",Mumbai,Semi-Furnished,3,Contact Agent,45,True,True
2022-07-07,2,65000,950,9,Carpet Area,"Vishnu Shivam Tower, Thakur Village, Kandivali East",Mumbai,Furnished,2,Contact Agent,28,True,True
2022-07-09,1,33000,460,10,Carpet Area,"Conwood Astoria, Goregaon East",Mumbai,Semi-Furnished,2,Contact Agent,25,True,True
2022-07-09,1,36000,585,10,Super Area,"Odyssey Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,2,Contact Agent,14,True,True
2022-06-12,2,22000,550,2,Carpet Area,"Salasar Garden, Beverly Park",Mumbai,Furnished,2,Contact Agent,7,False,True
2022-06-16,1,17000,375,9,Carpet Area,"Royal Palms Diamond Isle Phase II, Aarey Milk Colony",Mumbai,Unfurnished,1,Contact Agent,20,True,True
2022-06-03,2,55000,700,10,Carpet Area,"Raj Legacy, Vikhroli West",Mumbai,Furnished,2,Contact Agent,20,True,True
2022-07-09,2,66000,750,2,Carpet Area,"Sundar Nagar, Kalina",Mumbai,Unfurnished,2,Contact Agent,8,False,True
2022-07-09,4,140000,2000,6,Carpet Area,"DB Woods, Gokuldham",Mumbai,Furnished,4,Contact Agent,45,False,True
2022-07-06,4,260000,2046,22,Carpet Area,"Oberoi Esquire, Goregaon East",Mumbai,Semi-Furnished,5,Contact Agent,52,True,True
2022-06-28,2,32000,750,3,Super Area,"Shree Sai Usha Complex, Bhandup West",Mumbai,Semi-Furnished,2,Contact Owner,7,True,True
2022-06-27,2,45000,730,5,Carpet Area,"Raheja Heights, Malad East",Mumbai,Unfurnished,2,Contact Agent,17,False,True
2022-05-17,2,50000,750,10,Carpet Area,"Hillcrest, Andheri East",Mumbai,Semi-Furnished,2,Contact Agent,20,True,True
2022-04-29,1,18500,229,5,Super Area,Vile Parle,Mumbai,Semi-Furnished,1,Contact Owner,9,True,True
2022-06-29,2,51000,910,10,Carpet Area,"Rivali Park, Borivali East",Mumbai,Unfurnished,2,Contact Agent,19,True,False
2022-06-04,4,140000,1648,21,Carpet Area,"Sheth Auris Serinity, Malad West",Mumbai,Semi-Furnished,5,Contact Agent,58,True,True
2022-07-09,3,80000,1100,48,Carpet Area,"Alpine Shapoorji Pallonji, Thakur Village, Kandivali East",Mumbai,Unfurnished,3,Contact Agent,54,False,True
2022-06-26,1,30000,560,2,Carpet Area,Ghatkopar East,Mumbai,Unfurnished,2,Contact Agent,4,True,False
2022-06-30,2,85000,850,4,Carpet Area,Andheri West,Mumbai,Unfurnished,2,Contact Agent,6,True,True
2022-06-16,1,15000,450,2,Super Area,Dahisar East,Mumbai,Unfurnished,1,Contact Owner,4,False,True
2022-05-31,2,50000,820,7,Carpet Area,"Raheja Heights, BMC Colony Malad East",Mumbai,Semi-Furnished,2,Contact Agent,28,True,True
2022-05-31,2,60000,750,10,Carpet Area,"Tridhaatu Bhaveshwar Vilas, Central Avenue Road",Mumbai,Unfurnished,2,Contact Agent,20,True,True
2022-07-07,1,23000,410,4,Carpet Area,"Midas Enclave CHS , Nandiadwala Colony",Mumbai,Unfurnished,1,Contact Agent,7,True,True
2022-05-02,1,14500,490,12,Carpet Area,Ketki Pada,Mumbai,Unfurnished,2,Contact Owner,20,True,True
2022-06-30,2,40000,700,11,Carpet Area,Collector Colony,Mumbai,Unfurnished,2,Contact Agent,15,True,True
2022-05-31,5,650000,3000,8,Carpet Area,Khar West,Mumbai,Semi-Furnished,5,Contact Agent,10,True,True
2022-05-23,1,80000,560,1,Carpet Area,Waterfield Road,Mumbai,Furnished,1,Contact Agent,7,True,True
2022-07-07,2,55000,650,8,Carpet Area,"White Lily Apartment, Bhandup East",Mumbai,Unfurnished,2,Contact Agent,18,True,True
2022-05-31,1,12000,520,2,Super Area,in Mira Road,Mumbai,Semi-Furnished,1,Contact Owner,3,True,True
2022-07-09,2,45000,850,9,Carpet Area,"Eco Residency, Andheri East",Mumbai,Unfurnished,2,Contact Agent,12,True,True
2022-07-09,2,90000,777,19,Carpet Area,"Hiranandani Castle Rock, Hiranandani Gardens",Mumbai,Furnished,2,Contact Agent,22,True,True
2022-07-06,2,43000,771,15,Carpet Area,"Kalpataru Crest, Bhandup West",Mumbai,Unfurnished,2,Contact Agent,37,True,True
2022-07-07,1,22000,400,3,Carpet Area,"Midas Enclave CHS , Nandiadwala Colony",Mumbai,Unfurnished,1,Contact Agent,7,True,True
2022-06-26,2,20000,600,7,Carpet Area,"Marigold-5, Beverly Park",Mumbai,Furnished,2,Contact Agent,7,False,True
2022-07-04,1,26000,390,Upper Basement,Carpet Area,"Greenfields CHS, Andheri East",Mumbai,Semi-Furnished,2,Contact Agent,7,True,True
2022-06-23,4,850000,3200,2,Carpet Area,Breach Candy,Mumbai,Furnished,4,Contact Agent,4,True,True
2022-06-27,1,34999,450,5,Carpet Area,"HDIL Premier Residences, Kurla West",Mumbai,Furnished,2,Contact Agent,12,True,True
2022-06-04,1,35000,500,7,Super Area,Powai,Mumbai,Semi-Furnished,2,Contact Owner,23,True,True
2022-05-13,1,50000,410,6,Carpet Area,Dadar East,Mumbai,Semi-Furnished,1,Contact Agent,12,True,True
2022-06-03,1,16000,160,2,Carpet Area,Lal Baug,Mumbai,Unfurnished,1,Contact Owner,3,True,True
2022-05-14,2,55000,750,10,Carpet Area,Chandivali,Mumbai,Unfurnished,2,Contact Agent,14,True,True
2022-06-02,1,39000,585,3,Super Area,"Chanchal Kalyan Complex, Yari Road",Mumbai,Unfurnished,2,Contact Agent,7,False,True
2022-06-16,3,100000,1300,12,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Semi-Furnished,3,Contact Agent,24,False,True
2022-06-10,1,25000,350,2,Carpet Area,Ghatla,Mumbai,Furnished,1,Contact Owner,17,True,True
2022-05-05,1,25000,490,3,Super Area,Kandivali East,Mumbai,Semi-Furnished,2,Contact Owner,7,True,True
2022-07-06,2,49500,650,5,Carpet Area,Juhu Versova Link Road,Mumbai,Unfurnished,2,Contact Agent,16,False,True
2022-06-10,1,21000,225,6,Carpet Area,Lower Parel,Mumbai,Unfurnished,1,Contact Owner,24,True,True
2022-06-20,2,110000,850,5,Carpet Area,Pali Hill,Mumbai,Semi-Furnished,2,Contact Agent,13,True,True
2022-07-07,1,21000,385,Ground,Super Area,in Santacruz East,Mumbai,Unfurnished,1,Contact Owner,5,True,True
2022-07-09,2,46700,800,2,Carpet Area,"Milap CHS, Seven Bungalows",Mumbai,Unfurnished,2,Contact Agent,7,False,True
2022-06-22,4,400000,2500,5,Carpet Area,Bandra West,Mumbai,Furnished,4,Contact Agent,12,True,True
2022-05-14,4,280000,1526,76,Carpet Area,"Lodha Marquise, Worli",Mumbai,Semi-Furnished,5,Contact Agent,78,True,True
2022-05-27,1,18000,300,3,Super Area,Kurla West,Mumbai,Unfurnished,1,Contact Owner,10,True,True
2022-07-06,3,80000,1800,10,Super Area,"Sabari Palm View, Chembur",Mumbai,Semi-Furnished,3,Contact Agent,13,True,True
2022-06-28,2,88000,800,5,Carpet Area,"Kanakia Paris, Bandra Kurla Complex",Mumbai,Semi-Furnished,2,Contact Agent,20,True,True
2022-05-17,3,90000,890,20,Carpet Area,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",Mumbai,Furnished,2,Contact Agent,27,False,True
2022-05-18,2,38000,700,14,Carpet Area,"Sky Villa, Gokuldham",Mumbai,Unfurnished,2,Contact Agent,23,True,True
2022-07-07,1,20000,465,3,Super Area,in Borivali East,Mumbai,Semi-Furnished,1,Contact Owner,4,True,False
2022-06-20,2,140000,900,8,Carpet Area,"Marathon Next Gen Era, Lower Parel",Mumbai,Furnished,2,Contact Agent,36,False,True
2022-05-17,3,78000,1073,8,Carpet Area,"Raheja Ridgewood, Goregaon East",Mumbai,Semi-Furnished,3,Contact Agent,20,True,True
2022-05-23,1,21000,450,4,Super Area,Chembur,Mumbai,Unfurnished,1,Contact Owner,7,True,True
2022-06-27,3,95000,1350,8,Carpet Area,"Rajesh Raj Classic, Yari Road",Mumbai,Furnished,3,Contact Agent,16,True,True
2022-06-30,2,90000,800,5,Carpet Area,"Band Stand, Bandra Band Stand",Mumbai,Furnished,2,Contact Agent,8,True,True
2022-06-04,2,34000,600,4,Carpet Area,"Shiv Dham Apartment, Goregaon East",Mumbai,Unfurnished,2,Contact Agent,7,True,False
2022-06-30,2,55000,650,5,Carpet Area,Sion Trombay Road,Mumbai,Unfurnished,2,Contact Agent,15,True,True
2022-05-18,2,52000,550,3,Carpet Area,Dadar East,Mumbai,Furnished,2,Contact Agent,3,True,False
2022-06-20,1,74999,840,8,Carpet Area,"Celestia Spaces, Balkrishna Dadu Karade Chowk",Mumbai,Unfurnished,2,Contact Agent,17,True,True
2022-05-18,3,75000,1121,30,Carpet Area,"DB Woods, Gokuldham",Mumbai,Furnished,2,Contact Agent,45,True,True
2022-05-26,2,45000,650,2,Carpet Area,"Swastik Pride, Chembur East",Mumbai,Unfurnished,2,Contact Agent,12,True,True
2022-06-16,1,22000,575,14,Super Area,Kanjurmarg East,Mumbai,Unfurnished,1,Contact Owner,14,True,True
2022-05-27,1,32000,475,3,Super Area,Andheri East,Mumbai,Furnished,1,Contact Owner,4,True,True
2022-06-22,2,34000,830,9,Carpet Area,"Indraprastha CHS, Bhayandar East",Mumbai,Semi-Furnished,2,Contact Agent,21,True,True
2022-05-19,3,170000,1337,28,Carpet Area,"Oberoi Splendor Grande, Agarkar Chowk",Mumbai,Semi-Furnished,3,Contact Agent,30,True,True
2022-05-13,1,23000,420,5,Carpet Area,"Spring Leaf, Lokhandwala Twp",Mumbai,Semi-Furnished,2,Contact Agent,7,True,True
2022-06-21,1,20000,310,Ground,Carpet Area,Malad West,Mumbai,Unfurnished,1,Contact Agent,7,True,False
2022-07-04,3,350000,1800,2,Carpet Area,Khar West,Mumbai,Furnished,4,Contact Agent,12,False,True
2022-07-06,3,90000,967,14,Carpet Area,"Romell Aether, Goregaon East",Mumbai,Furnished,3,Contact Agent,33,True,True
2022-06-30,1,55000,505,4,Carpet Area,"Godrej The Trees, Vikhroli East",Mumbai,Semi-Furnished,1,Contact Agent,12,True,True
2022-06-23,1,15000,275,3,Super Area,Borivali East,Mumbai,Unfurnished,1,Contact Owner,7,True,True
2022-07-07,2,22000,640,21,Carpet Area,Mahajan Wadi,Mumbai,Semi-Furnished,2,Contact Agent,21,False,True
2022-06-13,3,60000,1500,10,Carpet Area,Film City,Mumbai,Semi-Furnished,3,Contact Agent,23,True,True
2022-06-13,2,49000,850,10,Carpet Area,"Lakshchandi Height, Goregaon East",Mumbai,Semi-Furnished,2,Contact Agent,23,True,True
2022-05-20,2,34000,900,12,Carpet Area,"Challenger Tower, Thakur Village, Kandivali East",Mumbai,Semi-Furnished,2,Contact Agent,25,True,True
2022-05-18,1,24000,430,6,Carpet Area,"Bhoomi Elegant, Thakur Complex",Mumbai,Furnished,2,Contact Agent,7,True,True
2022-07-07,4,270000,1649,18,Carpet Area,"Adani Western Heights, Andheri West",Mumbai,Semi-Furnished,3,Contact Agent,29,False,True
2022-05-11,3,69000,1100,12,Carpet Area,Chandivali,Mumbai,Unfurnished,3,Contact Agent,24,True,True
2022-07-09,3,120000,1200,14,Carpet Area,Worli,Mumbai,Semi-Furnished,3,Contact Agent,35,True,True
2022-06-17,2,32000,680,5,Carpet Area,"Galassia, Kandarpada",Mumbai,Unfurnished,2,Contact Agent,20,False,True
2022-05-25,2,24000,600,5,Carpet Area,Charkop,Mumbai,Semi-Furnished,2,Contact Owner,7,True,False
2022-06-07,4,100000,1560,12,Carpet Area,"diamond garden, Chembur",Mumbai,Unfurnished,4,Contact Agent,19,True,True
2022-05-27,5,600000,4500,7,Carpet Area,Bandra West,Mumbai,Furnished,5,Contact Agent,20,True,False
2022-07-06,2,45000,771,20,Carpet Area,"Kalpataru Crest, Bhandup West",Mumbai,Unfurnished,2,Contact Agent,37,True,True
2022-07-09,2,80000,800,7,Carpet Area,"Hiranandani Castle Rock, Powai",Mumbai,Semi-Furnished,2,Contact Agent,22,True,True
2022-06-27,2,37000,800,5,Super Area,"Mayuresh Srishti, Bhandup West",Mumbai,Semi-Furnished,2,Contact Agent,14,True,False
2022-06-16,3,210000,1425,9,Carpet Area,"The Primordial House, Kemps Corner",Mumbai,Furnished,4,Contact Agent,35,True,False
2022-06-27,4,190000,1750,5,Carpet Area,"Godrej The Trees, Pirojshah Nagar",Mumbai,Semi-Furnished,4,Contact Agent,17,True,True
2022-05-27,1,25000,475,11,Carpet Area,Ghatkopar East,Mumbai,Unfurnished,2,Contact Agent,15,True,False
2022-07-09,4,210000,2000,27,Carpet Area,Vikhroli,Mumbai,Unfurnished,5,Contact Agent,27,True,False
2022-06-04,3,200000,1375,15,Carpet Area,"Raheja Imperia, Worli",Mumbai,Semi-Furnished,3,Contact Agent,60,False,True
2022-06-29,5,310000,2800,19,Carpet Area,"MidCity Shikhar, Andheri West",Mumbai,Semi-Furnished,5,Contact Agent,33,True,True
2022-05-18,1,26000,650,1,Super Area,Srinagarchs chembur west near sankralyammandir,Mumbai,Semi-Furnished,1,Contact Owner,3,True,True
2022-06-01,2,27000,600,18,Carpet Area,"Royal Palms, Goregaon East",Mumbai,Unfurnished,2,Contact Agent,20,True,False
2022-04-29,1,26000,649,3,Super Area,"Uttam Society, Chembur",Mumbai,Unfurnished,1,Contact Owner,3,True,True
2022-06-29,2,60000,950,2,Carpet Area,"Green Woods Chkala, Andheri East",Mumbai,Furnished,2,Contact Agent,8,True,False
2022-06-02,1,12000,225,7,Carpet Area,Ashok Van,Mumbai,Unfurnished,1,Contact Owner,7,False,True
2022-06-22,2,180000,1000,6,Carpet Area,Malabar Hill,Mumbai,Furnished,2,Contact Agent,10,True,True
2022-07-09,1,30000,330,13,Carpet Area,Malad East,Mumbai,Furnished,1,Contact Agent,40,False,True
2022-06-25,3,100000,1200,8,Carpet Area,Khar West,Mumbai,Furnished,3,Contact Agent,14,True,True
2022-06-23,3,140000,1270,15,Carpet Area,"Lodha Azzuro , Parel",Mumbai,Semi-Furnished,3,Contact Agent,60,True,False
2022-05-17,3,70000,920,14,Carpet Area,"Safal Twins, Chembur",Mumbai,Unfurnished,3,Contact Agent,21,True,True
2022-05-26,2,20000,630,4,Carpet Area,"SK Imperial Heights, Mira Road East",Mumbai,Unfurnished,2,Contact Agent,22,False,True
2022-05-28,2,22000,670,4,Carpet Area,"Prathamesh Heritage, Beverly Park",Mumbai,Furnished,2,Contact Agent,12,False,True
2022-06-04,1,32000,450,1,Super Area,Andheri West,Mumbai,Furnished,1,Contact Owner,5,True,True
